"TA_CODE","TA_NAME","TA_DESC","QDIAL","TA_VERSION","STATE","CATEGORY","AREA","TA_CREATE","TA_LASTMOD"
"013FWFD2","Glossop and Long Clough Brook at Glossop","Areas at risk include properties alongside Long Clough Brook from Charlestown, and Glossop Brook from Hope Street and Old cross to Brookfield along High Street West, including Glossop and Dinting Vale","143148","12","A","Flood Warning","Greater Manchester, Merseyside and Cheshire","2020-01-15","2020-03-18"
"031FWFFH20","River Frome at Bishops Frome","River Frome at Bishops Frome","309032","2","A","Flood Warning","West Midlands","2013-06-06","2013-06-06"
"031FWFHB10","Hatherley Brook from Leckhampton to Down Hatherley","Hatherley Brook from Leckhampton to Down Hatherley","309134","1","A","Flood Warning","West Midlands","2021-07-08","2021-08-18"
"121FWT555","Wear estuary at Sunderland low street","Properties at Wylam Warfe, Low Street","301070","5","A","Flood Warning","North East","2018-09-21","2018-11-28"
"031FWFLU0A","River Lugg at Leominster","River Lugg at Leominster","309036","10","A","Flood Warning","West Midlands","2020-01-09","2020-03-18"
"031FWFLU0C","River Lugg at Eyton and The Broad","River Lugg at Eyton and The Broad","309129","1","A","Flood Warning","West Midlands","2020-01-09","2020-03-18"
"031FWFLY10","River Lyd at Lydney","River Lyd at Lydney","309039","6","A","Flood Warning","West Midlands","2019-10-03","2019-12-10"
"122FWF525","River Wharfe at Addingham","High Mill and Olicana Caravan Park, Low Mill Village","303048","6","A","Flood Warning","Yorkshire","2015-11-15","2015-11-24"
"031FWFSE180","River Severn at Pentre","River Severn at Pentre","309042","4","A","Flood Warning","West Midlands","2013-06-06","2013-06-06"
"112FWFBOY10A","River Boyd at Wick","River Boyd at Wick","164180","5","A","Flood Warning","Wessex","2018-01-11","2018-02-21"
"112FWFBRI10A","Brislington Brook, riverside properties","Oakdale Road, South Bristol Sports Ground, Church Hill, Hollywood Road, Jean Road, School Road, Clayfield Road, Victory Park, Natures Garden and St Annes Wood","164220","4","A","Flood Warning","Wessex","2011-12-05","2012-02-29"
"031FWFSE190","River Severn at Shrawardine, Montford Bridge and Mytton","River Severn at Shrawardine, Montford Bridge and Mytton","309043","4","A","Flood Warning","West Midlands","2016-04-04","2016-07-06"
"112FWFBRI10B","Brislington Brook, low lying properties set back from the river","Airport Road, Hither Bath Bridge, Lanes End, West Town Lane Primary School playing fields, Homemead Drive, Callington Road, Kenneth Road, the railway line at St Annes and Chapel Way","164221","2","A","Flood Warning","Wessex","2011-09-20","2011-11-03"
"112FWFBRI10C","Brislington Brook, other properties set back from the river","Sturminster Road, West Town Grove, Beechmount Grove, Hengrove Avenue, Bears Bridge, Wootton Park, West Town Lane Primary School, Callington Road, Jean Road, Edna Avenue and Eldonwall Trading Estate","164222","2","A","Flood Warning","Wessex","2011-09-20","2011-11-03"
"012FWCTL14B","Lancashire coastline at Clifton Marsh, between Freckleton and Savick Brook","Clifton Marsh Farm, Savick Brook Farm, Newton Marsh, Freckleton Marsh, Greenfield Park and Toll House Bridge","302077","12","A","Flood Warning","Cumbria and Lancashire","2017-08-07","2017-10-19"
"031FWFSE200","River Severn at Shrewsbury","River Severn at Shrewsbury","309044","5","A","Flood Warning","West Midlands","2020-04-21","2020-05-27"
"033FWF3COLE020","River Cole at Woodlands, Coleshill","River Cole at Woodlands, Coleshill including Coleshill Hall Bridge area","308068","4","A","Flood Warning","West Midlands","2011-03-22","2011-06-22"
"061FWF24Cove","Cove Brook at Farnborough","Cove Brook at Farnborough including Hawley Bridge, Hampshire","173225","6","A","Flood Warning","Thames","2017-05-24","2017-08-02"
"031FWFSE230","River Severn at Coleham Head, Shrewsbury","River Severn at Coleham Head, Shrewsbury","309047","3","A","Flood Warning","West Midlands","2013-06-06","2013-06-06"
"031FWFSE240","River Severn at Buildwas","River Severn at Buildwas","309048","4","A","Flood Warning","West Midlands","2013-06-25","2013-06-25"
"031FWFSE260","River Severn at the Wharfage, Ironbridge","River Severn at the Wharfage, Ironbridge","309050","4","A","Flood Warning","West Midlands","2013-06-06","2013-06-06"
"034FWFWOLOUGHB","Wood Brook and River Soar at Loughborough to the north of Derby Road","Wood Brook and River Soar at Loughborough including areas around Loughborough Meadows, the Industrial Estates and the Queen's Park","306194","8","A","Flood Warning","East Midlands","2022-11-10","2022-11-10"
"031FWFSE270","River Severn at Sutton Wharf","River Severn at Sutton Wharf","309051","4","A","Flood Warning","West Midlands","2013-06-25","2013-06-25"
"031FWFSE280","River Severn at Fort Pendlestone and Severn Hall","River Severn at Fort Pendlestone and Severn Hall","309052","3","A","Flood Warning","West Midlands","2013-06-06","2013-06-06"
"031FWFSE300","River Severn at Wellmeadow Estate, Bridgnorth","River Severn at Wellmeadow Estate, Bridgnorth","309054","3","A","Flood Warning","West Midlands","2013-06-06","2013-06-06"
"031FWFSE310","River Severn at Quatford","River Severn at Quatford","309055","5","A","Flood Warning","West Midlands","2019-10-03","2019-12-10"
"031FWFSE320","River Severn at Hampton Loade and Highley","River Severn at Hampton Loade and Highley","309056","5","A","Flood Warning","West Midlands","2019-10-03","2019-12-10"
"031FWFSE360","River Severn at Severnside, Bewdley","River Severn at Severnside, Bewdley","309060","5","A","Flood Warning","West Midlands","2013-06-06","2013-06-06"
"031FWFSE390","River Severn Sandy Lane and Severnside, Stourport","River Severn Sandy Lane Industrial Estate, Moor Hall Lane and Severnside Cottages, Stourport","309063","6","A","Flood Warning","West Midlands","2016-04-11","2016-07-06"
"112FWFBRO10A","Broadmead Brook at West Kington","Broadmead Brook at West Kington","164182","5","A","Flood Warning","Wessex","2018-01-11","2018-02-21"
"031FWFSE400","River Severn at Larford, Riverlands and Holt Fleet","River Severn at Larford, Riverlands, Holt Heath and Holt Fleet","309064","7","A","Flood Warning","West Midlands","2019-10-03","2019-12-10"
"112FWFBRU20A","River Brue (upper) at Bruton Town","Station Road, Patwell Lane, Silver Street, Lower Backway, Mill Lane, West End and Berkeley Gardens","164056","8","A","Flood Warning","Wessex","2019-03-20","2019-05-29"
"123FWF312","River Calder and Hebden Water at Hebden Bridge","Central Hebden Bridge including New Road, Commercial Street, Holme Street, Crown Street, Hope Street and Albert Street","304023","8","A","Flood Warning","Yorkshire","2019-06-27","2019-08-28"
"031FWFSE410","River Severn at Hawford Wood and Bevere","River Severn at Hawford Wood and Bevere","309065","6","A","Flood Warning","West Midlands","2014-03-14","2014-07-02"
"031FWFSE430","River Severn in North Worcester","River Severn in North Worcester","309066","5","A","Flood Warning","West Midlands","2019-10-03","2019-12-10"
"034FWFSOLEICSTER","River Soar at Leicester City","River Soar at Leicester City including the Walkers Stadium and the Power Station","306122","9","A","Flood Warning","East Midlands","2018-03-07","2018-08-22"
"031FWFSE435","River Severn at Pitchcroft, North Worcester","River Severn at Pitchcroft, North Worcester","309067","2","A","Flood Warning","West Midlands","2019-10-03","2019-12-10"
"031FWFSE440","River Severn at Hylton Road, Worcester","River Severn at Hylton Road, Worcester","309068","4","A","Flood Warning","West Midlands","2019-10-03","2019-12-10"
"031FWFSE450","River Severn in South Worcester","River Severn in South Worcester","309069","4","A","Flood Warning","West Midlands","2019-10-03","2019-12-10"
"112FWTSEV03","Severn Estuary at Severn Beach and Pilning","Redwick and Pilning to the north to Easter Compton to the east including Avonmouth and Western Approach Distribution Centres, Swanmoor Bridge area, Avlon and Severnside Works and the Severn View Industrial Park","164299","1","A","Flood Warning","Wessex","2012-03-29","2012-06-27"
"123FWF314","Hebden Water at Hebden Bridge from Valley Road to Midgehole Road","Hebden Bridge including Midgehole Road, Foster Mill Bridge, Victoria Road, Valley Road and Hangingroyd Lane","304025","10","A","Flood Warning","Yorkshire","2019-12-17","2020-03-18"
"031FWFSE460","Kempsey Village","Kempsey Village","309070","6","A","Flood Warning","West Midlands","2013-11-04","2014-03-05"
"031FWFSE475","River Severn at Hanley Road, Upton upon Severn","River Severn at Hanley Road, Upton upon Severn","309073","3","A","Flood Warning","West Midlands","2020-07-03","2020-08-26"
"052FWFLCGCC2","Wider area at risk from the River Cam at Grantchester and Chesterton","Mill Way in Grantchester, Grantchester Meadows, Grantchester Street, Eltisley Avenue, Chaucer Road, Causewayside, Newnham Road, Newnham Terrace, Queens Road, Granta Place, Mill Lane, Bridge Street, Magdalene Street and Portugal Street in Cambridge","312374","3","A","Flood Warning","East Anglia","2019-07-17","2019-08-28"
"112FWFCAN10A","Cannington Brook at Cannington","Brook Street, Duke Avenue, School Fields, Main Road, Lonsdale Road, Rydon Crescent, Southbrook, Grange Close, Priory Close, Southbrook Close and Northbrook Road","164307","2","A","Flood Warning","Wessex","2022-07-15","2022-11-02"
"031FWFSE520","River Severn at Tewkesbury","River Severn at Tewkesbury","309081","7","A","Flood Warning","West Midlands","2019-10-04","2019-12-10"
"031FWFSE545","River Severn at Deerhurst","River Severn at Deerhurst","309085","2","A","Flood Warning","West Midlands","2013-06-06","2013-06-06"
"061FWF06Whelford","River Coln for Cotswold Water Park and Whelford","River Coln for Cotswold Water Park and Whelford","171494","3","A","Flood Warning","Thames","2016-04-05","2016-07-06"
"121FWT562","Tees estuary at Portrack, Stockton-on-Tees and Middlesbrough","Commercial units at Portrack, incl. Lustrum, North Tees and Portrack Industrial Estates. Undefended areas of Stockton-on-Tees, incl. Bamlett's Wharf, as well as, in Middlesbrough, commercial units at Vulcan Street, Commercial Street and Dock Street","301051","9","A","Flood Warning","North East","2020-10-02","2020-11-25"
"031FWFSL10","Slad Brook","Slad Brook including Slad Road and Lansdown","309133","1","A","Flood Warning","West Midlands","2020-10-09","2020-11-25"
"122FWF534","River Wharfe at Burley in Wharfedale","Sports Pavilion, Crook Farm, properties off Coutances Way, Ilkley Road, Greenholme Trading Estate and Otley Road. Some properties near Wood Head Beck. The Sewage Works, Maple Bank Farm and some properties off Hag Farm Road","135601","9","A","Flood Warning","Yorkshire","2017-12-21","2018-02-21"
"031FWFSP10","Spadesbourne Brook at Bromsgrove","Spadesbourne Brook at Bromsgrove","309146","1","A","Flood Warning","West Midlands","2022-10-12","2022-10-12"
"031FWFST20","River Stour at Caunsall and Cookley","River Stour at Caunsall and Cookley","309089","4","A","Flood Warning","West Midlands","2013-06-25","2013-06-25"
"031FWFST30","River Stour at Wolverley","River Stour at Wolverley","309090","4","A","Flood Warning","West Midlands","2013-06-06","2013-06-06"
"031FWFST50","River Stour at Stourport","River Stour at Stourport","309092","4","A","Flood Warning","West Midlands","2019-10-03","2019-12-10"
"122FWF555","River Wharfe at Billams Hill and riverside properties between Otley and Pool","Properties on Billams Hill, The Sewage Works and properties and Farms between Otley and Pool","303052","9","A","Flood Warning","Yorkshire","2018-03-26","2018-05-23"
"031FWFSUD10","Sud Brook at Gloucester","Sud Brook at Gloucester","309144","1","A","Flood Warning","West Midlands","2022-06-28","2022-08-24"
"031FWFTE100","River Teme at Leigh","River Teme at Leigh","309094","4","A","Flood Warning","West Midlands","2013-06-06","2013-06-06"
"031FWFTE130","River Teme at Lower Wick","River Teme at Lower Wick","309097","5","A","Flood Warning","West Midlands","2013-11-05","2014-03-05"
"031FWFTE30","River Teme at Ludlow","River Teme at Ludlow","309099","6","A","Flood Warning","West Midlands","2019-10-03","2019-12-10"
"031FWFTE40","River Teme at Little Hereford and Ashford Carbonel","River Teme at Little Hereford and Ashford Carbonel","309100","4","A","Flood Warning","West Midlands","2019-10-03","2019-12-10"
"051FWFEF4B","The River Colne from Halstead to Lexden","The River Colne from Halstead to Lexden, including Wakes Colne","313612","9","A","Flood Warning","East Anglia","2017-06-02","2017-08-02"
"064FWF41Graveney","River Graveney at Tooting and Colliers Wood","River Graveney at Tooting and Colliers Wood, London Boroughs of Wandsworth and Merton","173804","5","A","Flood Warning","Kent, South London and East Sussex","2016-04-06","2016-07-06"
"122FWF560","River Wharfe at Otley","Properties on Newhall Park, Mill Lane and Riverdale Road. The Sports Pavillion and isolated properties between Otley and Pool","303053","10","A","Flood Warning","Yorkshire","2018-03-26","2018-05-23"
"122FWF565","River Wharfe at Pool in Wharfedale","Yorkshire Water Pumping Station on Warren Lane and Mill Farm","135603","6","A","Flood Warning","Yorkshire","2015-11-24","2015-11-24"
"031FWFTE70","River Teme at Stanford Bridge","River Teme at Stanford Bridge","309103","5","A","Flood Warning","West Midlands","2013-06-25","2013-06-25"
"031FWFTW10","River Twyver at Gloucester","River Twyver at Gloucester","309143","1","A","Flood Warning","West Midlands","2022-06-28","2022-08-24"
"031FWFVY50","River Vyrnwy at Maesbrook","River Vyrnwy at Maesbrook","309106","6","A","Flood Warning","West Midlands","2013-06-06","2013-06-06"
"122FWF573","River Wharfe at Harewood Bridge","Mill Farm, Saw Mill and Bar Lodge","135607","6","A","Flood Warning","Yorkshire","2015-11-24","2015-11-24"
"031FWFWOT10","Wotton Brook at Gloucester","Wotton Brook at Gloucester","309145","1","A","Flood Warning","West Midlands","2022-06-28","2022-08-24"
"031FWFWY0A","River Wye from Hay to Hereford","River Wye from Hay to Hereford","309109","11","A","Flood Warning","West Midlands","2019-03-18","2019-09-05"
"031FWFWY0C","River Wye at Hampton Bishop","River Wye at Hampton Bishop","309110","6","A","Flood Warning","West Midlands","2013-06-06","2013-06-06"
"122FWF575","Collingham Beck at Collingham","Mill Beck Green, The Vale, Highcroft, area around the Half Moon Inn and the lower end of Church Lane and Beck Lane","303054","9","A","Flood Warning","Yorkshire","2017-12-08","2018-02-21"
"031FWFWY0D","River Wye from Hereford to Ross-On-Wye","River Wye from Hereford to Ross-On-Wye","309111","12","A","Flood Warning","West Midlands","2019-03-18","2019-09-05"
"031FWFWY100","River Wye in South Hereford","River Wye in South Hereford","309113","3","A","Flood Warning","West Midlands","2013-06-06","2013-06-06"
"031FWFWY120","River Wye at Blackmarstone, Hereford","River Wye at Blackmarstone, Hereford","309115","3","A","Flood Warning","West Midlands","2013-06-06","2013-06-06"
"121FWT565","Tees estuary at Greatham Creek","Industrial properties on Seal Sands and Southern Graythorp, and Billingham Fire Station","134202","5","A","Flood Warning","North East","2018-09-21","2018-11-28"
"031FWFWYB10","Wymans Brook from Wymans to Pittville, Cheltenham","Wymans Brook from Wymans to Pittville, Cheltenham","309135","1","A","Flood Warning","West Midlands","2021-07-08","2021-08-18"
"121WAF901","River Tweed South Bank","River Tweed, South Bank from Carham to Union Bridge","131003","7","A","Flood Alert","North East","2022-04-12","2022-05-25"
"121WAF904","Lower River Coquet","Lower River Coquet and its tributaries from Brinkburn to Warkworth","131603","10","A","Flood Alert","North East","2022-04-11","2022-05-25"
"121WAF906","Rivers Pont and Blyth","Rivers Pont and Blyth and their tributaries","131803","11","A","Flood Alert","North East","2022-10-27","2022-11-07"
"121WAF907","River Rede","River Rede and its tributaries from Catcleugh Reservoir to the Redesmouth","131901","8","A","Flood Alert","North East","2022-04-08","2022-05-25"
"121WAF908","River North Tyne","River North Tyne and its tributaries from source to the confluence with the River Tyne","132004","14","A","Flood Alert","North East","2022-04-12","2022-05-25"
"121WAF909","River South Tyne","River South Tyne and its tributaries from source to the confluence with the River Tyne","132104","13","A","Flood Alert","North East","2022-07-13","2022-08-24"
"121WAF910","River Tyne","River Tyne from Hexham to Wylam and its tributaries","132204","13","A","Flood Alert","North East","2022-07-13","2022-08-24"
"121WAF912","Rivers Derwent, Team, Don and estuarine tributaries","Rivers Derwent, Team, Don, their tributaries and south bank tributaries of the Tyne estuary","132505","10","A","Flood Alert","North East","2022-04-12","2022-05-25"
"031FWFRE10","Rea Brook in Shrewsbury","Rea Brook in Shrewsbury","309040","4","A","Flood Warning","West Midlands","2015-04-17","2015-04-17"
"031FWTSE660","Framilode and Priding on the Severn Estuary","Framilode and Priding on the Severn Estuary","309121","5","A","Flood Warning","West Midlands","2014-08-11","2014-10-29"
"031FWTSE670","Arlingham on the Severn Estuary","Arlingham on the Severn Estuary","309122","5","A","Flood Warning","West Midlands","2014-08-11","2014-10-29"
"031FWTSE690","Slimbridge on the Severn Estuary","Slimbridge on the Severn Estuary","309124","6","A","Flood Warning","West Midlands","2020-08-14","2020-08-14"
"111FWFAVOL610","Lower Avon from Ringwood to Christchurch","Bickerley, Ringwood and the B3347 from Christchurch to Stony Lane in Christchurch","166081","13","A","Flood Warning","Wessex","2015-12-02","2016-02-24"
"113FWC2T1A3","South Devon Coast from Exmouth to Seaton","Exposed coastal areas of Sidmouth, Seaton, Dawlish Warren, Exmouth and Budleigh Salterton","311014","8","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2015-07-31","2015-10-21"
"121WAF914","Upper River Wear","Upper River Wear from source to Witton Park","132704","6","A","Flood Alert","North East","2022-03-28","2022-05-25"
"121WAF915","Lower River Wear","Lower River Wear from Escomb to Sunderland including the Rivers Browney, Cong Burn and Lumley Park Burn","201000","11","A","Flood Alert","North East","2022-04-12","2022-05-25"
"031FWTSE700","Purton on the Severn Estuary","Purton on the Severn Estuary","309125","5","A","Flood Warning","West Midlands","2014-08-11","2014-10-29"
"121WAF917","River Gaunless","River Gaunless and its tributaries","133004","8","A","Flood Alert","North East","2022-03-28","2022-05-25"
"121WAF918","Coastal rivers in North Northumberland","Coastal rivers in Berwick and Alnwick Districts including the River Aln and Waren Burn","131302","11","A","Flood Alert","North East","2022-04-12","2022-05-25"
"031FWTWY0F","Wye Estuary at Brockweir","Wye Estuary at Brockweir","309127","3","A","Flood Warning","West Midlands","2014-03-12","2014-07-02"
"034FWFTRBSTNMNA","River Trent at Beeston Lock and Marina","River Trent at Beeston for Beeston Marina and Lock","306146","6","A","Flood Warning","East Midlands","2017-08-22","2017-10-18"
"111FWGSWDCM2","Groundwater flooding in the South Wiltshire Downs - The Chilmark","Groundwater flooding for Chilmark","310004","3","A","Flood Warning","Wessex","2018-03-29","2018-03-29"
"121WAF919","Coastal rivers in South Northumberland","Coastal rivers in South Northumberland including the River Lyne, Sleek Burn and Seaton Burn","131305","8","A","Flood Alert","North East","2022-03-28","2022-05-25"
"031FWTWY0G","Wye Estuary at Elmdale, Chepstow","Wye Estuary at Elmdale, Chepstow","309128","3","A","Flood Warning","West Midlands","2013-06-06","2013-06-06"
"031WAF120","River Wye in Gloucestershire","River Wye in Gloucestershire","209015","3","A","Flood Alert","West Midlands","2022-06-24","2022-08-24"
"031WAF212","Tributaries in Gloucester","Tributaries in Gloucester","209022","12","A","Flood Alert","West Midlands","2022-06-24","2022-08-24"
"031WAF213","River Leadon catchment","River Leadon and its tributaries","209023","6","A","Flood Alert","West Midlands","2022-06-24","2022-08-24"
"031WAF215","Rivers in the Forest of Dean","River Lyd and Cinderford Brook","209025","8","A","Flood Alert","West Midlands","2022-06-24","2022-08-24"
"031WAF216","Rivers Frome and Cam","Rivers Frome and Cam","209026","9","A","Flood Alert","West Midlands","2022-06-24","2022-08-24"
"033FWF3ALCESTER","River Arrow and River Alne at Alcester and Oversley Mill","River Arrow and River Alne at Alcester and Oversley Mill from The Mill Industrial Park to Arrow Mill including Fairwater Crescent area","308000","6","A","Flood Warning","West Midlands","2020-01-09","2020-03-18"
"033FWF3ALN001","River Alne at Bird in Hand","River Alne at Bird in Hand including Tanworth Lane and Camp Lane","308001","5","A","Flood Warning","West Midlands","2012-08-08","2012-10-24"
"121WAF920","Tyne and Wear coastal rivers","Coastal rivers within Tyneside and Wearside from Brier Dene to Castle Eden Burn","132601","9","A","Flood Alert","North East","2022-07-12","2022-08-24"
"121WAF923","River Skerne","Low lying areas along the River Skerne and its tributaries from its source downstream to the Tees Confluence, including the Carr areas","134302","12","A","Flood Alert","North East","2022-04-08","2022-05-25"
"011FWFNC34","Windermere (Lake Levels)","Areas at flood risk from high water levels on the shores of Windermere","302030","3","A","Flood Warning","Cumbria and Lancashire","2019-07-03","2019-08-28"
"033FWF3ALN002","River Alne at Henley in Arden","River Alne at Henley in Arden including Birmingham Road, High Street, Beaudesert Lane, Prince Harry Road, Riverside Gardens, Meadow Road, Glenhurst Road and Warwick Road areas","308002","5","A","Flood Warning","West Midlands","2012-08-08","2012-10-24"
"033FWF3ALN003","River Alne at Wootton Wawen, Pennyford Mill and Grey Mill Lane","River Alne at Wootton Wawen including Wootton Hall, Pennyford Mill and Grey Mill Lane areas","308003","9","A","Flood Warning","West Midlands","2013-07-31","2013-10-31"
"034FWFSMASLWHAT","River Smite at Aslockton and Whatton","River Smite at Aslockton and Whatton including the Dark Lane, the Recreation Ground and the Whatton Prison","306109","3","A","Flood Warning","East Midlands","2018-04-18","2018-05-24"
"033FWF3ALN004","River Alne at Pennyford Lane and Little Alne","River Alne at Pennyford Lane and Little Alne including Field Farm and Pennyford Hall areas","308004","5","A","Flood Warning","West Midlands","2013-07-31","2013-10-31"
"033FWF3ALN005","River Alne at Chapel Lane and Church Lane in Aston Cantlow and Great Alne","River Alne at Chapel Lane and Church Lane in Aston Cantlow and Great Alne","308005","3","A","Flood Warning","West Midlands","2017-05-25","2017-08-02"
"033FWF3ALN006","River Alne at Mill House and Mill Farm in Aston Cantlow, Mill Lane in Great Alne and Hoo Mill","River Alne at Mill House, Mill Farm and the caravan park in Aston Cantlow, Mill Lane in Great Alne and Hoo Mill","308006","2","A","Flood Warning","West Midlands","2014-01-09","2014-02-20"
"033FWF3ANKR002","River Anker at Nuneaton Town Centre","River Anker at Nuneaton Town Centre","308008","7","A","Flood Warning","West Midlands","2018-12-20","2019-02-28"
"121WAF924","Upper River Tees","Low lying land in the Tees Valley, including Teesdale Way footpath at Croft","134004","12","A","Flood Alert","North East","2022-01-10","2022-03-02"
"033FWF3ANKR005","River Anker at Mancetter, Witherley and Atherstone","River Anker at Mancetter, Witherley and Atherstone including Lodge Close in Mancetter, Bridge Lane and Riverside in Witherley, Royal Meadow Drive, Ratcliffe Road and Aldermill Business Park in Atherstone","308011","6","A","Flood Warning","West Midlands","2017-05-25","2017-08-02"
"033FWF3ANKR006","River Anker at Grendon and Bradley Green","River Anker at Grendon and Bradley Green","308012","6","A","Flood Warning","West Midlands","2017-05-25","2017-08-02"
"033FWF3ANKR007","River Anker at Polesworth","River Anker at Polesworth including Bridge Street, Market Street, Grendon Road, Tamworth Road, Rowland Avenue and Pooley View","308013","6","A","Flood Warning","West Midlands","2017-06-09","2017-06-09"
"121WAF925","Lower River Tees and estuarine tributaries","Low lying land in the Lower Tees valley, from Middleton St George to the Tees Barrage, including Lustrum Beck, Greatham Beck and the Riverside footpaths at Yarm","134103","16","A","Flood Alert","North East","2022-03-28","2022-05-25"
"121WAF927","River Leven","River Leven and tributaries from its source downstream to the River Tees","134404","11","A","Flood Alert","North East","2022-07-07","2022-08-24"
"121WAF929","Coastal Streams in Redcar and Cleveland","Coastal Streams in Cleveland and Redcar including the Skelton Beck and Skinningrove Beck","201001","7","A","Flood Alert","North East","2022-04-08","2022-05-25"
"033FWF3ANKR009","River Anker at Tamworth Town Centre","River Anker at Tamworth Town Centre including Stationfields Park Homes, Amington Road and Moor Lane","308015","7","A","Flood Warning","West Midlands","2019-08-29","2019-08-29"
"033FWF3ARR001","River Arrow at Studley","River Arrow at Studley incuding Castle Road and Riverside","308016","7","A","Flood Warning","West Midlands","2017-06-09","2017-06-09"
"113FWFEXE02","River Exe at Winsford and Bridgetown","Riverside locations and roads in Winsford and Bridgetown, and other localised riverside properties and roads between Exford and Exebridge","162117","12","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2021-05-19","2021-05-19"
"033FWF3ARR005","River Arrow at Wixford","River Arrow at Wixford including Wixford Bridge area and Moor Hall","308019","6","A","Flood Warning","West Midlands","2017-06-09","2017-06-09"
"033FWF3ARR006","River Arrow at Broom","River Arrow at Broom including Mill Close, Millers Bank and Mill Lane","308020","6","A","Flood Warning","West Midlands","2017-06-09","2017-06-09"
"033FWF3AVON001","River Avon at Stanford on Avon","River Avon at Stanford on Avon including Stanford on Avon village","052431","5","A","Flood Warning","West Midlands","2017-06-09","2017-06-09"
"033FWF3AVON002","River Avon at Rugby and Newbold on Avon","River Avon at Rugby and Newbold on Avon including Aqua Place, Boughton Road and Kinman Way area, Junction One Retail Park area, Fosterd Road and Newbold Road in Rugby and Grange Road, Newbold Road, Main Street and Parkfield Road in Newbold on Avon","308023","7","A","Flood Warning","West Midlands","2017-06-09","2017-06-09"
"033FWF3AVON005","River Avon at Marston and Wolston","River Avon at Marston and Wolston including Priory Road in Marston and Hawthorne Close, St Margarets Avenue, Bluemells Drive and Main Street in Wolston","308026","8","A","Flood Warning","West Midlands","2020-01-09","2020-03-18"
"033FWF3AVON009","River Avon at Guys Cliffe and Emscote","River Avon at Guys Cliffe and Emscote including Guys Cliffe and Rock Mill Lane, Kempton Drive, Portobello Road and Emscote Road in Emscote, Warwick","308029","5","A","Flood Warning","West Midlands","2017-06-09","2017-06-09"
"033FWF3AVON010","River Avon at Warwick","River Avon at Warwick including Emscote Road, Mill House Close, Grange Close, Bridge Street, Mercia Way, Field Close, Rich Close, Frances Avenue, St Nicholas Park, Mill Street and Bridge End","308030","5","A","Flood Warning","West Midlands","2017-06-09","2017-06-09"
"033FWF3AVON011","River Avon at Barford, Hampton Lucy, Alveston and Tiddington","River Avon at Barford, Hampton Lucy, Alveston and Tiddington including Charlecote Park and caravan parks","308031","4","A","Flood Warning","West Midlands","2011-12-02","2012-02-29"
"033FWF3AVON013","River Avon at Stratford upon Avon","River Avon at Stratford upon Avon including Warwick Road, Tiddington Road, Bridgefoot, Waterside and Shipston Road area, Avonside, Saffron Walk, Stratford Racecourse area and Luddington Road","308032","5","A","Flood Warning","West Midlands","2011-12-02","2012-02-29"
"033FWF3AVON015","River Avon at Barton, Bidford on Avon and Marlcliff","River Avon at Barton, Bidford on Avon and Marlcliff including Welford Road and Owlets End in Barton, Honeybourne Road and parts of High Street in Bidford on Avon and parts of The Bank in Marlcliff","308034","6","A","Flood Warning","West Midlands","2017-05-25","2017-08-02"
"033FWF3BLITHE03","River Blithe from Leigh Crossing to Dapple Heath","River Blithe from Leigh Crossing to Dapple Heath including Lower Leigh, Field, Burndhurst and The Blythe","308037","4","A","Flood Warning","West Midlands","2011-03-23","2011-06-22"
"033FWF3BLITHE04","River Blithe from Blithfield Reservoir to Bancroft","River Blithe from Blithfield Reservoir to Bancroft including Hanstall Ridware","308038","4","A","Flood Warning","West Midlands","2011-03-23","2011-06-22"
"033FWF3BLYTH001","River Blythe at Cheswick Green","River Blythe at Cheswick Green including Coppice Walk, Cheswick Way and Watery Lane areas","308039","6","A","Flood Warning","West Midlands","2017-05-31","2017-08-02"
"033FWF3BLYTH002","River Blythe at Widney Manor, Brueton Park and Eastcote","River Blythe at Widney Manor, Brueton Park and Eastcote including Widney Manor Road, Oldway Drive, Riverside Drive and Henwood Lane","308040","5","A","Flood Warning","West Midlands","2011-03-23","2011-06-22"
"033FWF3BLYTH004","River Blythe at Barston, Temple Balsall and Bradnocks Marsh","River Blythe at Barston, Temple Balsall and Bradnocks Marsh","308041","4","A","Flood Warning","West Midlands","2011-03-23","2011-06-22"
"033FWF3BLYTH006","River Blythe at Little Packington and Dukes Bridge","River Blythe at Little Packington and Dukes Bridge from Packington Park to Cuttle Cottages","308043","4","A","Flood Warning","West Midlands","2011-03-22","2011-06-22"
"122FWB021","River Ouse at Wistow","Properties at Wistow and the surrounding areas including Wistow Lordship","310355","1","A","Flood Warning","Yorkshire","2021-09-17","2021-11-24"
"033FWF3BOURN","The Bourn at Bournville","The Bourn at Bournville including Wood Brook","308199","1","A","Flood Warning","West Midlands","2022-10-12","2022-10-12"
"033FWF3BOURNB01","Bourne Brook at Hints and Drayton Manor Park","Bourne Brook at Hints and Drayton Manor Park including Mill Lane area in Fazeley","308045","4","A","Flood Warning","West Midlands","2011-03-23","2011-06-22"
"033FWF3CANLEY001","Canley Brook at Tile Hill","Canley Brook at Tile Hill including Padstow Road, Parbrook Close, Binns Close, Torrington Avenue, John Rous Avenue, Prior Deram Walk, Gerard Avenue and Freeburn Causeway areas","308046","2","A","Flood Warning","West Midlands","2013-02-14","2013-02-14"
